loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted,application_year,application_month,risk_flag,dti_extreme,age,state,education_level,employment_status,years_employed,annual_income,credit_score,home_ownership,dependents,existing_monthly_debt,credit_score_bucket,dti_range,tenure_group,loan_amount_range,income_bracket
LN-00452,BRW-0376,2025-06-20,Moving,3700.0,48,15.07,103.11,55.4,Current,0,0,2025,6,Non-Default,False,43,CO,Bachelor,Part-Time,15,38602,585,Own,2,1679,520-599,50-75%,10+ years,$0-10K,$30-50K
LN-00453,BRW-0376,2024-06-23,Medical Expenses,33800.0,48,12.73,902.25,80.2,Default,58,1,2024,6,Default,False,43,CO,Bachelor,Part-Time,15,38602,585,Own,2,1679,520-599,75%+,10+ years,$30-50K,$30-50K
LN-00454,BRW-0377,2025-05-09,Business Loan,42800.0,12,9.37,3750.27,105.8,Paid Off,0,0,2025,5,Non-Default,True,26,TX,Bachelor,Full-Time,4,48244,725,Mortgage,3,504,700-749,75%+,2-4 years,$30-50K,$30-50K
LN-00455,BRW-0378,2024-02-06,Business Loan,46600.0,60,11.4,1022.52,38.0,Late,15,0,2024,2,Late,False,34,SC,Associate,Retired,2,42389,764,Mortgage,0,319,750+,35-50%,Retired,$30-50K,$30-50K
LN-00456,BRW-0379,2024-12-24,Debt Consolidation,17800.0,36,11.5,586.97,42.5,Current,0,0,2024,12,Non-Default,False,43,LA,Bachelor,Full-Time,14,81081,542,Mortgage,2,2284,520-599,35-50%,10+ years,$10-20K,$75-100K
LN-00457,BRW-0380,2025-05-14,Vacation,14100.0,24,7.99,637.64,45.4,Default,94,1,2025,5,Default,False,32,WA,Bachelor,Self-Employed,6,46217,844,Mortgage,1,1111,750+,35-50%,5-9 years,$10-20K,$30-50K
LN-00458,BRW-0381,2024-10-02,Major Purchase,11000.0,24,13.82,527.21,56.6,Default,142,1,2024,10,Default,False,22,IN,High School,Full-Time,1,35533,532,Rent,0,1150,520-599,50-75%,<2 years,$10-20K,$30-50K
LN-00459,BRW-0382,2024-07-22,Vacation,19000.0,48,8.21,465.72,17.6,Current,0,0,2024,7,Non-Default,False,62,IN,Master,Full-Time,8,129845,709,Own,2,1444,700-749,0-20%,5-9 years,$10-20K,$100K+
LN-00460,BRW-0383,2024-09-29,Education,9700.0,24,10.74,450.93,20.3,Current,0,0,2024,9,Non-Default,False,24,CT,Associate,Full-Time,4,63025,840,Mortgage,2,613,750+,20-35%,2-4 years,$0-10K,$50-75K
LN-00461,BRW-0384,2025-02-02,Medical Expenses,38700.0,48,9.99,981.35,27.2,Late,30,0,2025,2,Late,False,53,AL,Bachelor,Full-Time,1,101087,751,Own,4,1310,750+,20-35%,<2 years,$30-50K,$100K+
LN-00462,BRW-0385,2024-12-16,Education,38800.0,24,11.03,1808.92,70.1,Default,32,1,2024,12,Default,False,23,NC,Bachelor,Full-Time,3,63988,554,Rent,2,1927,520-599,50-75%,2-4 years,$30-50K,$50-75K
LN-00463,BRW-0386,2024-06-05,Auto Loan,6000.0,48,11.91,157.74,12.6,Current,0,0,2024,6,Non-Default,False,60,AZ,Doctorate,Self-Employed,3,134797,560,Rent,1,1255,520-599,0-20%,2-4 years,$0-10K,$100K+
LN-00464,BRW-0387,2024-04-15,Auto Loan,13900.0,48,6.83,331.76,35.7,Current,0,0,2024,4,Non-Default,False,38,MN,Bachelor,Full-Time,0,84953,850,Mortgage,0,2195,750+,35-50%,<2 years,$10-20K,$75-100K
LN-00465,BRW-0388,2024-02-09,Wedding,9100.0,12,10.78,803.34,54.5,Default,79,1,2024,2,Default,False,61,FL,Bachelor,Full-Time,32,93595,593,Rent,0,3450,520-599,50-75%,10+ years,$0-10K,$75-100K
LN-00466,BRW-0388,2025-01-24,Medical Expenses,31600.0,12,14.44,2843.82,80.7,Default,108,1,2025,1,Default,False,61,FL,Bachelor,Full-Time,32,93595,593,Rent,0,3450,520-599,75%+,10+ years,$30-50K,$75-100K
LN-00467,BRW-0389,2024-02-22,Business Loan,8800.0,12,9.35,771.0,36.2,Current,0,0,2024,2,Non-Default,False,53,AZ,High School,Full-Time,12,31657,792,Mortgage,0,183,750+,35-50%,10+ years,$0-10K,$30-50K
LN-00468,BRW-0390,2024-02-23,Major Purchase,45000.0,24,9.2,2059.95,72.5,Current,0,0,2024,2,Non-Default,False,53,NY,Master,Self-Employed,0,95840,660,Own,3,3734,650-699,50-75%,<2 years,$30-50K,$75-100K
LN-00469,BRW-0391,2024-11-07,Wedding,5800.0,48,12.35,153.73,57.8,Default,33,1,2024,11,Default,False,64,CO,Bachelor,Retired,6,54199,568,Rent,0,2458,520-599,50-75%,Retired,$0-10K,$50-75K
LN-00470,BRW-0392,2025-06-25,Medical Expenses,35100.0,36,14.46,1207.49,63.5,Current,0,0,2025,6,Non-Default,False,40,MN,Associate,Full-Time,9,66968,555,Mortgage,1,2339,520-599,50-75%,5-9 years,$30-50K,$50-75K
LN-00471,BRW-0393,2024-07-14,Home Improvement,8300.0,60,10.6,178.81,40.0,Default,144,1,2024,7,Default,False,28,CT,Master,Contract,2,55429,600,Mortgage,1,1667,600-649,35-50%,2-4 years,$0-10K,$50-75K
LN-00472,BRW-0394,2024-07-25,Home Improvement,26300.0,36,11.46,866.77,75.6,Current,0,0,2024,7,Non-Default,False,68,NC,High School,Contract,25,28837,730,Rent,3,949,700-749,75%+,10+ years,$20-30K,<$30K
LN-00473,BRW-0394,2025-01-09,Major Purchase,8500.0,60,12.71,192.14,47.5,Paid Off,0,0,2025,1,Non-Default,False,68,NC,High School,Contract,25,28837,730,Rent,3,949,700-749,35-50%,10+ years,$0-10K,<$30K
LN-00474,BRW-0395,2024-10-07,Major Purchase,47700.0,12,10.97,4215.14,122.0,Current,0,0,2024,10,Non-Default,True,52,TX,Master,Part-Time,8,67635,592,Rent,4,2661,520-599,75%+,5-9 years,$30-50K,$50-75K
LN-00475,BRW-0396,2024-03-17,Business Loan,21100.0,60,11.78,467.02,17.5,Current,0,0,2024,3,Non-Default,False,28,LA,Bachelor,Part-Time,2,50481,754,Mortgage,1,270,750+,0-20%,2-4 years,$20-30K,$50-75K
LN-00476,BRW-0397,2024-08-11,Major Purchase,11900.0,12,7.52,1032.52,17.6,Paid Off,0,0,2024,8,Non-Default,False,65,AZ,Master,Self-Employed,31,131113,797,Own,1,892,750+,0-20%,10+ years,$10-20K,$100K+
LN-00477,BRW-0398,2024-10-30,Moving,27200.0,36,10.43,883.17,48.4,Current,0,0,2024,10,Non-Default,False,63,MN,Associate,Self-Employed,14,60720,830,Rent,3,1566,750+,35-50%,10+ years,$20-30K,$50-75K
LN-00478,BRW-0399,2024-10-03,Business Loan,32700.0,36,13.44,1108.74,24.4,Paid Off,0,0,2024,10,Non-Default,False,66,MN,Master,Full-Time,30,111374,672,Mortgage,2,1153,650-699,20-35%,10+ years,$30-50K,$100K+
LN-00479,BRW-0400,2025-01-12,Business Loan,2000.0,36,13.08,67.46,15.9,Late,15,0,2025,1,Late,False,57,OK,Master,Part-Time,32,30579,605,Rent,1,338,600-649,0-20%,10+ years,$0-10K,$30-50K
LN-00480,BRW-0400,2024-02-28,Auto Loan,15700.0,60,11.39,344.42,26.8,Current,0,0,2024,2,Non-Default,False,57,OK,Master,Part-Time,32,30579,605,Rent,1,338,600-649,20-35%,10+ years,$10-20K,$30-50K
LN-00481,BRW-0401,2024-04-18,Auto Loan,21100.0,60,10.14,449.77,29.5,Paid Off,0,0,2024,4,Non-Default,False,53,WA,Associate,Full-Time,14,42250,789,Mortgage,1,589,750+,20-35%,10+ years,$20-30K,$30-50K
LN-00482,BRW-0402,2024-07-27,Wedding,20300.0,24,8.62,923.86,49.5,Paid Off,0,0,2024,7,Non-Default,False,51,TN,Bachelor,Part-Time,28,25418,780,Mortgage,2,124,750+,35-50%,10+ years,$20-30K,<$30K
LN-00483,BRW-0403,2024-04-05,Business Loan,12500.0,24,14.99,606.02,82.0,Default,147,1,2024,4,Default,False,47,WI,Bachelor,Part-Time,25,22335,571,Mortgage,2,921,520-599,75%+,10+ years,$10-20K,<$30K
LN-00484,BRW-0404,2024-01-22,Medical Expenses,20000.0,24,11.22,934.2,48.3,Late,15,0,2024,1,Late,False,57,OK,Associate,Self-Employed,3,73306,721,Rent,1,2016,700-749,35-50%,2-4 years,$10-20K,$50-75K
LN-00485,BRW-0405,2025-02-16,Business Loan,3600.0,24,9.51,165.31,25.2,Paid Off,0,0,2025,2,Non-Default,False,61,MN,Bachelor,Self-Employed,7,63778,766,Own,0,1172,750+,20-35%,5-9 years,$0-10K,$50-75K
LN-00486,BRW-0406,2024-02-14,Wedding,20400.0,12,14.07,1832.33,59.0,Default,51,1,2024,2,Default,False,62,TN,Doctorate,Full-Time,2,121047,604,Rent,0,4119,600-649,50-75%,2-4 years,$20-30K,$100K+
LN-00487,BRW-0406,2024-01-10,Auto Loan,32100.0,12,13.9,2880.66,69.4,Paid Off,0,0,2024,1,Non-Default,False,62,TN,Doctorate,Full-Time,2,121047,604,Rent,0,4119,600-649,50-75%,2-4 years,$30-50K,$100K+
LN-00488,BRW-0407,2024-06-16,Home Improvement,14900.0,60,14.61,351.43,48.8,Default,152,1,2024,6,Default,False,68,OR,Bachelor,Full-Time,25,53099,591,Own,2,1807,520-599,35-50%,10+ years,$10-20K,$50-75K
LN-00489,BRW-0408,2024-02-15,Debt Consolidation,14800.0,60,6.52,289.72,37.6,Default,105,1,2024,2,Default,False,28,MA,Master,Full-Time,1,108932,846,Rent,1,3128,750+,35-50%,<2 years,$10-20K,$100K+
LN-00490,BRW-0409,2025-01-29,Major Purchase,17800.0,12,11.9,1580.68,90.2,Default,103,1,2025,1,Default,False,54,TN,High School,Full-Time,27,41068,554,Rent,3,1507,520-599,75%+,10+ years,$10-20K,$30-50K
LN-00491,BRW-0410,2024-04-22,Major Purchase,36300.0,12,12.58,3235.07,72.1,Default,102,1,2024,4,Default,False,33,WI,Bachelor,Full-Time,6,92612,593,Rent,3,2331,520-599,50-75%,5-9 years,$30-50K,$75-100K
LN-00492,BRW-0411,2024-06-03,Wedding,13100.0,12,13.53,1173.32,57.8,Default,165,1,2024,6,Default,False,46,NJ,Bachelor,Part-Time,8,46630,657,Mortgage,4,1074,650-699,50-75%,5-9 years,$10-20K,$30-50K
LN-00493,BRW-0412,2024-10-20,Medical Expenses,6600.0,36,10.01,212.99,49.3,Paid Off,0,0,2024,10,Non-Default,False,30,MO,High School,Part-Time,4,29481,787,Rent,3,997,750+,35-50%,2-4 years,$0-10K,<$30K
LN-00494,BRW-0413,2024-06-01,Auto Loan,36100.0,12,12.48,3215.55,85.5,Current,0,0,2024,6,Non-Default,False,57,IL,Bachelor,Full-Time,22,80421,688,Rent,4,2513,650-699,75%+,10+ years,$30-50K,$75-100K
LN-00495,BRW-0414,2024-10-12,Vacation,7400.0,48,14.9,205.57,56.2,Default,112,1,2024,10,Default,False,33,TN,Bachelor,Self-Employed,12,61167,594,Mortgage,2,2657,520-599,50-75%,10+ years,$0-10K,$50-75K
LN-00496,BRW-0415,2025-02-27,Medical Expenses,18900.0,48,10.69,485.64,30.2,Current,0,0,2025,2,Non-Default,False,67,IN,Bachelor,Self-Employed,27,94280,686,Rent,0,1889,650-699,20-35%,10+ years,$10-20K,$75-100K
LN-00497,BRW-0415,2025-06-29,Business Loan,28400.0,60,11.24,620.89,31.9,Current,0,0,2025,6,Non-Default,False,67,IN,Bachelor,Self-Employed,27,94280,686,Rent,0,1889,650-699,20-35%,10+ years,$20-30K,$75-100K
LN-00498,BRW-0416,2024-08-28,Moving,35300.0,24,13.15,1680.71,62.3,Paid Off,0,0,2024,8,Non-Default,False,25,IL,Bachelor,Full-Time,2,88461,622,Rent,3,2914,600-649,50-75%,2-4 years,$30-50K,$75-100K
LN-00499,BRW-0417,2025-01-04,Vacation,46200.0,12,11.87,4102.0,155.3,Late,15,0,2025,1,Late,True,40,MN,Associate,Full-Time,3,45971,761,Mortgage,2,1848,750+,75%+,2-4 years,$30-50K,$30-50K
LN-00500,BRW-0418,2024-08-17,Medical Expenses,28500.0,48,9.76,719.55,53.9,Default,65,1,2024,8,Default,False,63,WA,Bachelor,Full-Time,3,90638,687,Rent,1,3354,650-699,50-75%,2-4 years,$20-30K,$75-100K
LN-00501,BRW-0419,2024-04-18,Medical Expenses,2300.0,48,11.06,59.51,31.5,Paid Off,0,0,2024,4,Non-Default,False,65,LA,Associate,Part-Time,12,16498,648,Mortgage,3,373,600-649,20-35%,10+ years,$0-10K,<$30K
LN-00502,BRW-0420,2025-03-02,Debt Consolidation,8800.0,24,6.29,391.17,18.1,Paid Off,0,0,2025,3,Non-Default,False,36,OH,Master,Self-Employed,6,110166,846,Rent,0,1273,750+,0-20%,5-9 years,$0-10K,$100K+
LN-00503,BRW-0420,2025-03-30,Moving,16400.0,48,9.51,412.1,18.4,Current,0,0,2025,3,Non-Default,False,36,OH,Master,Self-Employed,6,110166,846,Rent,0,1273,750+,0-20%,5-9 years,$10-20K,$100K+
LN-00504,BRW-0421,2025-03-09,Debt Consolidation,6800.0,24,10.29,314.7,24.5,Late,15,0,2025,3,Late,False,65,NC,High School,Retired,24,28964,586,Own,2,277,520-599,20-35%,Retired,$0-10K,<$30K
LN-00505,BRW-0422,2024-10-05,Wedding,36000.0,48,14.34,989.9,56.2,Paid Off,0,0,2024,10,Non-Default,False,59,NJ,Master,Full-Time,2,94611,619,Own,2,3444,600-649,50-75%,2-4 years,$30-50K,$75-100K
LN-00506,BRW-0422,2024-07-07,Medical Expenses,21200.0,12,10.78,1871.52,67.4,Late,30,0,2024,7,Late,False,59,NJ,Master,Full-Time,2,94611,619,Own,2,3444,600-649,50-75%,2-4 years,$20-30K,$75-100K
LN-00507,BRW-0423,2024-06-17,Vacation,33300.0,48,10.34,850.02,45.4,Default,125,1,2024,6,Default,False,62,KY,Bachelor,Self-Employed,35,71897,828,Mortgage,2,1873,750+,35-50%,10+ years,$30-50K,$50-75K
LN-00508,BRW-0424,2024-12-09,Business Loan,5100.0,36,9.55,163.49,19.5,Default,102,1,2024,12,Default,False,33,VA,Bachelor,Self-Employed,8,50767,808,Mortgage,0,662,750+,0-20%,5-9 years,$0-10K,$50-75K
LN-00509,BRW-0425,2024-07-25,Home Improvement,17400.0,36,6.77,535.43,62.8,Current,0,0,2024,7,Non-Default,False,43,MO,Associate,Full-Time,16,73304,850,Mortgage,3,3302,750+,50-75%,10+ years,$10-20K,$50-75K
LN-00510,BRW-0426,2024-11-18,Wedding,10800.0,48,6.06,253.94,49.0,Default,109,1,2024,11,Default,False,22,GA,High School,Full-Time,2,30860,850,Rent,4,1006,750+,35-50%,2-4 years,$10-20K,$30-50K
LN-00511,BRW-0426,2024-11-18,Debt Consolidation,34800.0,48,8.33,854.97,72.4,Paid Off,0,0,2024,11,Non-Default,False,22,GA,High School,Full-Time,2,30860,850,Rent,4,1006,750+,50-75%,2-4 years,$30-50K,$30-50K
LN-00512,BRW-0427,2024-06-02,Home Improvement,30100.0,60,9.49,632.01,61.9,Default,127,1,2024,6,Default,False,42,CA,Bachelor,Self-Employed,17,47833,661,Rent,3,1837,650-699,50-75%,10+ years,$30-50K,$30-50K
LN-00513,BRW-0428,2024-04-05,Debt Consolidation,8700.0,48,8.96,216.33,13.4,Current,0,0,2024,4,Non-Default,False,45,IN,Bachelor,Full-Time,20,71658,686,Own,0,585,650-699,0-20%,10+ years,$0-10K,$50-75K
LN-00514,BRW-0429,2025-06-19,Medical Expenses,7500.0,60,8.46,153.73,21.5,Paid Off,0,0,2025,6,Non-Default,False,56,AZ,Bachelor,Part-Time,13,29725,847,Rent,3,378,750+,20-35%,10+ years,$0-10K,<$30K
LN-00515,BRW-0430,2025-01-31,Education,47100.0,12,14.85,4247.83,64.8,Default,49,1,2025,1,Default,False,66,SC,Master,Self-Employed,9,91943,576,Own,1,718,520-599,50-75%,5-9 years,$30-50K,$75-100K
LN-00516,BRW-0431,2024-11-12,Wedding,14000.0,12,10.03,1231.02,86.0,Late,30,0,2024,11,Late,False,25,MA,High School,Full-Time,2,24879,641,Mortgage,2,552,600-649,75%+,2-4 years,$10-20K,<$30K
LN-00517,BRW-0431,2024-06-14,Home Improvement,11300.0,24,13.99,542.49,52.8,Default,177,1,2024,6,Default,False,25,MA,High School,Full-Time,2,24879,641,Mortgage,2,552,600-649,50-75%,2-4 years,$10-20K,<$30K
LN-00518,BRW-0432,2025-04-29,Home Improvement,11800.0,48,7.19,283.61,55.7,Current,0,0,2025,4,Non-Default,False,23,MD,Bachelor,Full-Time,0,40976,846,Rent,0,1618,750+,50-75%,<2 years,$10-20K,$30-50K
LN-00519,BRW-0433,2025-02-14,Home Improvement,25400.0,36,12.56,850.45,32.4,Late,0,0,2025,2,Late,False,44,LA,Master,Full-Time,19,122115,704,Own,3,2449,700-749,20-35%,10+ years,$20-30K,$100K+
LN-00520,BRW-0433,2025-02-27,Vacation,42600.0,36,10.14,1377.38,37.6,Paid Off,0,0,2025,2,Non-Default,False,44,LA,Master,Full-Time,19,122115,704,Own,3,2449,700-749,35-50%,10+ years,$30-50K,$100K+
LN-00521,BRW-0434,2024-01-09,Wedding,4400.0,24,11.42,205.93,47.1,Current,0,0,2024,1,Non-Default,False,64,CO,High School,Full-Time,34,30139,725,Mortgage,0,976,700-749,35-50%,10+ years,$0-10K,$30-50K
LN-00522,BRW-0435,2025-04-24,Home Improvement,12600.0,12,8.26,1097.57,77.8,Late,15,0,2025,4,Late,False,68,CA,Bachelor,Retired,9,24786,809,Own,2,510,750+,75%+,Retired,$10-20K,<$30K
LN-00523,BRW-0436,2024-12-02,Home Improvement,46300.0,48,8.98,1151.74,23.8,Late,0,0,2024,12,Late,False,57,CO,Master,Full-Time,13,118803,721,Mortgage,3,1200,700-749,20-35%,10+ years,$30-50K,$100K+
LN-00524,BRW-0437,2025-04-26,Vacation,8700.0,60,10.5,187.0,48.4,Default,84,1,2025,4,Default,False,33,OK,Associate,Contract,10,38377,617,Rent,0,1360,600-649,35-50%,10+ years,$0-10K,$30-50K
LN-00525,BRW-0438,2025-01-05,Debt Consolidation,39200.0,12,15.28,3543.31,124.5,Late,30,0,2025,1,Late,True,57,AL,Bachelor,Full-Time,16,59143,564,Own,2,2591,520-599,75%+,10+ years,$30-50K,$50-75K
LN-00526,BRW-0439,2024-06-29,Debt Consolidation,26200.0,36,7.23,811.74,59.0,Default,47,1,2024,6,Default,False,44,NJ,High School,Self-Employed,2,25921,842,Rent,1,462,750+,50-75%,2-4 years,$20-30K,<$30K
LN-00527,BRW-0440,2024-09-22,Home Improvement,14900.0,48,10.77,383.44,32.4,Paid Off,0,0,2024,9,Non-Default,False,64,PA,Associate,Part-Time,20,30540,711,Rent,0,440,700-749,20-35%,10+ years,$10-20K,$30-50K
LN-00528,BRW-0441,2024-06-13,Auto Loan,8800.0,48,10.51,225.35,34.4,Paid Off,0,0,2024,6,Non-Default,False,36,NJ,Master,Part-Time,4,43086,714,Rent,3,1010,700-749,20-35%,2-4 years,$0-10K,$30-50K
LN-00529,BRW-0442,2024-05-28,Debt Consolidation,44900.0,24,6.22,1994.45,49.4,Late,30,0,2024,5,Late,False,44,NC,Master,Full-Time,19,63937,850,Own,3,639,750+,35-50%,10+ years,$30-50K,$50-75K
LN-00530,BRW-0443,2024-11-20,Education,12800.0,24,13.03,608.72,50.5,Default,134,1,2024,11,Default,False,56,CO,High School,Self-Employed,1,44456,568,Rent,0,1263,520-599,50-75%,<2 years,$10-20K,$30-50K
LN-00531,BRW-0444,2024-04-09,Debt Consolidation,47300.0,24,12.12,2229.23,90.1,Default,78,1,2024,4,Default,False,47,MO,Master,Full-Time,17,57745,663,Rent,1,2105,650-699,75%+,10+ years,$30-50K,$50-75K
LN-00532,BRW-0445,2024-07-14,Moving,30800.0,24,10.36,1426.39,45.1,Current,0,0,2024,7,Non-Default,False,45,IN,Bachelor,Contract,4,78216,683,Mortgage,0,1511,650-699,35-50%,2-4 years,$30-50K,$75-100K
LN-00533,BRW-0446,2025-04-11,Debt Consolidation,16700.0,12,9.33,1463.0,32.0,Paid Off,0,0,2025,4,Non-Default,False,22,IN,Bachelor,Contract,2,92057,850,Own,0,994,750+,20-35%,2-4 years,$10-20K,$75-100K
LN-00534,BRW-0446,2025-04-14,Major Purchase,38700.0,12,10.47,3410.81,57.4,Current,0,0,2025,4,Non-Default,False,22,IN,Bachelor,Contract,2,92057,850,Own,0,994,750+,50-75%,2-4 years,$30-50K,$75-100K
LN-00535,BRW-0447,2024-04-11,Major Purchase,33700.0,48,9.89,852.94,15.6,Current,0,0,2024,4,Non-Default,False,58,LA,Master,Self-Employed,22,137631,797,Own,1,933,750+,0-20%,10+ years,$30-50K,$100K+
LN-00536,BRW-0448,2024-04-12,Wedding,7000.0,60,12.74,158.34,10.5,Paid Off,0,0,2024,4,Non-Default,False,45,MA,Associate,Self-Employed,12,53326,714,Mortgage,3,310,700-749,0-20%,10+ years,$0-10K,$50-75K
LN-00537,BRW-0449,2024-07-19,Major Purchase,23500.0,60,10.74,507.91,49.1,Late,30,0,2024,7,Late,False,63,MD,Associate,Self-Employed,16,53487,670,Mortgage,0,1679,650-699,35-50%,10+ years,$20-30K,$50-75K
LN-00538,BRW-0450,2025-01-18,Vacation,30100.0,48,9.07,750.04,42.4,Current,0,0,2025,1,Non-Default,False,45,GA,Bachelor,Contract,12,45566,658,Rent,1,859,650-699,35-50%,10+ years,$30-50K,$30-50K
LN-00539,BRW-0451,2024-01-05,Auto Loan,40200.0,48,10.18,1023.05,52.7,Current,0,0,2024,1,Non-Default,False,44,GA,Bachelor,Full-Time,4,79148,791,Mortgage,0,2451,750+,50-75%,2-4 years,$30-50K,$75-100K
LN-00540,BRW-0452,2024-06-23,Education,26900.0,60,11.75,594.98,45.4,Late,30,0,2024,6,Late,False,35,NJ,High School,Full-Time,7,43591,590,Mortgage,2,1056,520-599,35-50%,5-9 years,$20-30K,$30-50K
LN-00541,BRW-0453,2025-03-15,Business Loan,19600.0,12,11.67,1738.41,59.4,Default,129,1,2025,3,Default,False,52,IL,Bachelor,Part-Time,1,45042,740,Own,2,490,700-749,50-75%,<2 years,$10-20K,$30-50K
LN-00542,BRW-0453,2024-04-11,Medical Expenses,12600.0,24,9.85,580.55,28.5,Current,0,0,2024,4,Non-Default,False,52,IL,Bachelor,Part-Time,1,45042,740,Own,2,490,700-749,20-35%,<2 years,$10-20K,$30-50K
LN-00543,BRW-0454,2024-06-11,Major Purchase,32100.0,36,13.94,1096.17,61.3,Current,0,0,2024,6,Non-Default,False,62,IN,Bachelor,Contract,16,49969,615,Rent,4,1456,600-649,50-75%,10+ years,$30-50K,$30-50K
LN-00544,BRW-0455,2024-03-21,Wedding,26800.0,60,13.19,612.39,56.8,Paid Off,0,0,2024,3,Non-Default,False,58,WI,Bachelor,Contract,5,87044,685,Own,4,3508,650-699,50-75%,5-9 years,$20-30K,$75-100K
LN-00545,BRW-0456,2024-09-08,Education,13000.0,24,7.77,586.59,32.9,Current,0,0,2024,9,Non-Default,False,32,MN,Associate,Full-Time,12,35993,823,Own,1,401,750+,20-35%,10+ years,$10-20K,$30-50K
LN-00546,BRW-0456,2024-04-15,Auto Loan,12200.0,24,9.42,559.71,32.0,Late,15,0,2024,4,Late,False,32,MN,Associate,Full-Time,12,35993,823,Own,1,401,750+,20-35%,10+ years,$10-20K,$30-50K
LN-00547,BRW-0457,2024-07-31,Auto Loan,6500.0,48,13.44,175.8,34.8,Current,0,0,2024,7,Non-Default,False,65,FL,Associate,Full-Time,24,56685,647,Mortgage,0,1470,600-649,20-35%,10+ years,$0-10K,$50-75K
LN-00548,BRW-0458,2025-04-06,Home Improvement,19500.0,36,12.75,654.69,54.1,Current,0,0,2025,4,Non-Default,False,54,WI,Bachelor,Contract,30,79231,625,Rent,0,2917,600-649,50-75%,10+ years,$10-20K,$75-100K
LN-00549,BRW-0459,2024-12-21,Wedding,43000.0,12,10.71,3794.6,79.9,Current,0,0,2024,12,Non-Default,False,54,CT,Master,Full-Time,34,111175,850,Rent,3,3606,750+,75%+,10+ years,$30-50K,$100K+
LN-00550,BRW-0460,2025-06-14,Auto Loan,11300.0,12,9.33,989.93,70.8,Paid Off,0,0,2025,6,Non-Default,False,49,KY,Bachelor,Full-Time,13,43371,801,Own,1,1569,750+,50-75%,10+ years,$10-20K,$30-50K
LN-00551,BRW-0461,2024-05-09,Business Loan,5900.0,12,9.74,517.99,23.6,Paid Off,0,0,2024,5,Non-Default,False,44,NC,Bachelor,Self-Employed,3,89186,834,Mortgage,1,1235,750+,20-35%,2-4 years,$0-10K,$75-100K
LN-00552,BRW-0462,2025-02-13,Moving,24400.0,48,11.75,639.55,47.0,Current,0,0,2025,2,Non-Default,False,27,KY,Associate,Contract,0,48279,626,Rent,0,1252,600-649,35-50%,<2 years,$20-30K,$30-50K
LN-00553,BRW-0463,2024-07-29,Auto Loan,6900.0,60,10.04,146.74,38.0,Paid Off,0,0,2024,7,Non-Default,False,55,IL,High School,Self-Employed,26,46609,691,Mortgage,1,1331,650-699,35-50%,10+ years,$0-10K,$30-50K
LN-00554,BRW-0463,2025-01-27,Major Purchase,14300.0,36,11.6,472.24,46.4,Current,0,0,2025,1,Non-Default,False,55,IL,High School,Self-Employed,26,46609,691,Mortgage,1,1331,650-699,35-50%,10+ years,$10-20K,$30-50K
LN-00555,BRW-0464,2025-02-23,Home Improvement,44700.0,60,9.92,947.98,46.1,Late,0,0,2025,2,Late,False,38,AZ,Master,Full-Time,12,85972,681,Rent,2,2355,650-699,35-50%,10+ years,$30-50K,$75-100K
LN-00556,BRW-0465,2024-07-09,Education,4600.0,36,10.78,150.12,17.6,Late,0,0,2024,7,Late,False,33,SC,Bachelor,Part-Time,9,31235,682,Mortgage,1,309,650-699,0-20%,5-9 years,$0-10K,$30-50K
LN-00557,BRW-0465,2024-01-12,Education,6000.0,12,10.23,528.14,32.2,Current,0,0,2024,1,Non-Default,False,33,SC,Bachelor,Part-Time,9,31235,682,Mortgage,1,309,650-699,20-35%,5-9 years,$0-10K,$30-50K
LN-00558,BRW-0466,2024-08-10,Business Loan,20000.0,60,10.86,433.45,55.4,Default,101,1,2024,8,Default,False,64,WA,High School,Full-Time,6,49965,612,Own,2,1875,600-649,50-75%,5-9 years,$10-20K,$30-50K
LN-00559,BRW-0467,2024-11-23,Home Improvement,33000.0,48,7.42,796.67,70.1,Default,42,1,2024,11,Default,False,61,OR,Bachelor,Self-Employed,0,50855,850,Rent,0,2173,750+,50-75%,<2 years,$30-50K,$50-75K
LN-00560,BRW-0468,2024-06-24,Vacation,4900.0,12,6.69,423.28,50.0,Current,0,0,2024,6,Non-Default,False,49,UT,High School,Full-Time,1,35453,836,Rent,4,1054,750+,35-50%,<2 years,$0-10K,$30-50K
LN-00561,BRW-0468,2025-04-17,Debt Consolidation,15400.0,60,11.01,334.91,47.0,Current,0,0,2025,4,Non-Default,False,49,UT,High School,Full-Time,1,35453,836,Rent,4,1054,750+,35-50%,<2 years,$10-20K,$30-50K
LN-00562,BRW-0469,2025-03-01,Moving,5000.0,12,12.2,444.71,79.2,Paid Off,0,0,2025,3,Non-Default,False,55,OH,Associate,Retired,31,19232,609,Mortgage,3,825,600-649,75%+,Retired,$0-10K,<$30K
LN-00563,BRW-0469,2025-02-06,Major Purchase,6300.0,48,12.91,168.73,62.0,Default,146,1,2025,2,Default,False,55,OH,Associate,Retired,31,19232,609,Mortgage,3,825,600-649,50-75%,Retired,$0-10K,<$30K
LN-00564,BRW-0470,2024-02-18,Home Improvement,47000.0,12,6.91,4064.81,102.4,Paid Off,0,0,2024,2,Non-Default,True,55,MN,Associate,Full-Time,14,57097,794,Mortgage,0,807,750+,75%+,10+ years,$30-50K,$50-75K
